token	segmentation	root
sinalanta	s in alanta	s alanta
sinasabi	s in a sabi	sabi 
sinasabing	s in a sabi ng	sabi 
sinasapubliko	s in a sa publiko	publiko
sinaunang	sina una ng	una 
SINEKDOKI	SINEKDOKI	SINEKDOKI
singaw	singaw	singaw
Sinira	S in ira	S ira
Sinisi	S in isi	S isi
sinisilang	s in i silang	silang
sinisilip	s in i silip	silip
Sinisisi	S in i sisi	sisi
Sino	Sino	Sino
sinoman	sino man	sino
SINTAX	SINTAX	SINTAX
sintomas	sintomas	sintomas
sinundan	s in und an	s und 
sinuspende	s in uspende	s uspende
Sinusuri	S in u suri	suri
sipon	sipon	sipon
sisihan	sisi han	sisi 
sisihin	sisi  hin	sisi 
sisikat	si sikat	sikat
sistema	sistema	sistema
Sitio	Sitio	Sitio
sitwasyon	sitwasyon	sitwasyon
siya	siya	siya
siya’y 	siya ’y	siya
siyam	siyam	siyam
Siyang	Siya ng	Siya 
Siyudad	Siyudad	Siyudad
Sobrang	Sobra ng	Sobra 
solusyon	solusyon	solusyon
srili	srili	srili
subalit	subali t	subali 
sugatan	sugat an	sugat 
Sugo	Sugo	Sugo
sumabog	s um abog	s abog
sumaklolo	s um aklolo	s aklolo
sumipa	s um ipa	s ipa
sundalong	sundalo ng	sundalo 
sunog	sunog	sunog
Sunog-kilay	Sunog - kilay	Sunog  kilay
sunugin	sun<u>g in	sun<u>g 
suplay	suplay	suplay
suportang	suporta ng	suporta 
suso	suso	suso
suspendido	suspendi do	suspendi 
susundin	su sundin	sundin
susunod	su sunod	sunod
Sya	Sya	Sya
syo	s yo	yo
taas	taas	taas
taga-Iloilo	taga - Iloilo	Iloilo
taga-PAGASA	taga - PAGASA	PAGASA
taga-roon	taga - <r>oon	<r>oon
tagaligtas	taga ligtas	ligtas
tagapagligtas	taga pag ligtas	ligtas
Tagapagmana	Taga pag mana	mana
tagapagsalita	taga pag salita	salita
tagas	tagas	tagas
Taglay	Taglay	Taglay
tahanan	tahanan	tahanan
tahimik	tahimik	tahimik
takbo	takbo	takbo
taktika	taktika	taktika
tala	tala	tala
talaan	tala an	tala 
talaga	talaga	talaga
talagang	talaga ng	talaga 
talampakan	talampakan	talampakan
talo	talo	talo
TAMA	TAMA	TAMA
tamaan	tama an	tama 
tamang	tama ng	tama 
Tamo	Tamo	Tamo
tanggapan	tanggap an	tanggap 
tanghali	tanghali	tanghali
tanging	tangi ng	tangi 
Tanglaw	Tanglaw	Tanglaw
taniman	tanim an	tanim 
tanod	tanod	tanod
TANONG	TANONG	TANONG
tao	tao	tao
taon	taon	taon
taong	tao ng	tao 
Tapang	Tapang	Tapang
target	target	target
tatama	ta tama	tama
tatamarin	ta tama<r> in	tama<r> 
tatanggap	ta tanggap	tanggap
tatawagin	ta tawag in	tawag 
tatlo	tatlo	tatlo
tatlong	tatlo ng	tatlo 
Tatlumpung	Tatl<u> <m>pu ng	Tatl<u> 
taumbayan	ta<u> <m> bayan	ta<u> bayan
taunang	ta<u>n a ng	ta<u>n  
tayo	tayo	tayo
TAYUTAY	TAYUTAY	TAYUTAY
Telangana	Telangana	Telangana
telepono	telepono	telepono
temperatura	temperatura	temperatura
teritoryo	teritoryo	teritoryo
teroristang	teror ista ng	teror 
tigil	tigil	tigil
tigil-pasada	tigil - pasada	tigil pasada
tila	tila	tila
timba	timba	timba
timbangan	timbang an	timbang 
timbog	timbog	timbog
timog	timog	timog
timog-silangan	timog - silangan	timog silangan
Tinamaan	T in ama an	T ama 
Tinambangan	T in ambang an	T ambang 
tinamong	t in amo ng	t amo 
tinangay	t in angay	t angay
tinanggal	t in anggal	t anggal
tinatahak	t in a tahak	tahak
tinatarget	ti na target	target
Tinatayang	T in a taya ng	taya 
tinatayang	t in a taya ng	taya 
tindi	tindi	tindi
tinesting	t in est ing	t est
tingin	tingin	tingin
TINGNAN	TINGN AN	TINGN
tinodas	t in odas	t odas
Tinukoy	T in ukoy	T ukoy
tinutuluyan	t in u tul<u>y an	tul<u>y 
tipong	tipo ng	tipo 
Tito	Tito	Tito
tiwala	tiwala	tiwala
Tiyak	Tiyak	Tiyak
Todas	Todas	Todas
trahedya	trahedya	trahedya
transportasyon	transporta syon	transporta 
trapiko	trapik o	trapik
tren	tren	tren
tropikal	tropik al	tropik
tsaka	tsaka	tsaka
Tsk	Tsk	Tsk
tsu	tsu	tsu
tubig	tubig	tubig
tubig-baha	tubig - baha	tubig baha
tubig-dagat	tubig - dagat	tubig  dagat
tuhod	tuhod	tuhod
tulad	tulad	tulad
tulay	tulay	tulay
tulog	tulog	tulog
tulong	tulong	tulong
Tuloy	Tuloy	Tuloy
tuluy-tuloy	tuluy-tuloy	tuluy-tuloy
tuluyang	tul<u>y an g	tul<u>y
tumaas	t um aas	t aas
Tumagal	T um agal	T agal
Tumagilid	T um a gilid	gilid
tumakbo	t um akbo	t akbo
Tumama	T um ama	T ama
tumangay	t um angay	t angay
tumataas	t um a taas	taas
tumatagas	t um a tagas	tagas
tumatama	t um a tama	tama
tumatas	t um atas	t atas
Tumawag	T um awag	T awag
tumugon	t um ugon	t ugon
tumulong	t um ulong	t ulong
tumutulo	t um u tulo	tulo
tunay	tunay	tunay
tungkol	tungkol	tungkol
tuparin	tupa<r> in	tupa<r> 
turista	turista	turista
turuan	tur<u> an	tur<u> 
tustado	tusta do	tusta
TUSTADONG	TUSTA DO NG	TUSTA 
tutol	tutol	tutol
tutugon	tu tugon	tugon
tutulad	tu tulad	tulad
Tutulong	Tu tulong	tulong
tutuloy	tu tuloy	tuloy
tuwing	tuwing	tuwing
tuyong	tuyo ng	tuyo 
ubo	ubo	ubo
Ubod	Ubod	Ubod
ugong	ugong	ugong
ukol	ukol	ukol
ulan	ulan	ulan
Ulat	Ulat	Ulat
uli	uli	uli
umaasa	um a asa	asa
umabot	um abot	abot
umaga	um aga	aga
Umakyat	Um akyat	akyat
umano	um ano	ano
umano'y	um ano 'y	ano
umatras	um atras	atras
umulan	um ulan	ulan
umuulan	um u ulan	ulan
un	un	un
una	una	una
Unang	Una ng	Una 
Unang-una	Una ng - una	una
ung	ung	ung
Unibersidad	Unibersidad	Unibersidad
uniporme	uniporme	uniporme
unos	unos	unos
unti-unti	unti - unti	unti
upang	upang	upang
uri	uri	uri
usapin	usap in	usap 
Usero	Usero	Usero
utak	utak	utak
utas	utas	utas
uusad	u usad	usad
uuuy	uu uy	uy
wag	wag	wag
wala	wala	wala
walang	wala ng	wala 
walo	walo	walo
walong	walo ng	walo 
wari’y	wari ’y	wari 
Washi	Washi	Washi
wikang	wika ng	wika 
winasak	w in asak	w asak
yaman	yaman	yaman
yan	yan	yan
yumanig	y um anig	y anig
YUN	YUN	YUN
yung	yung	yung
