token	segmentation	root
Telefonalni	Telefon al ni	Telefon
telefonomat	telefon om at	telefon 
telefonos	telefon os	telefon 
telefonszámait	telefon száma i t	telefon 
telep	telep	telep
települése	telep ülés e	telep
települést	telep ül és t	telep 
televíziós	televízió s	televízió 
televízió	televízió	televízió
teljében	teljé ben	tel
teljen	teljen	tel
Teljesen	Teljes en	Tel
teltházzal	telt házz al	tel
tengenek	teng enek	teng
tengeren	tenger en	tenger 
tengerfelszín	tenger felszín	tenger 
tengerparti	tenger part i	tenger
tengerpartján	tenger part ján	tenger
tengerpart	tenger part	tenger 
tengervíz	tenger víz	tenger 
ténylegesen	tény leg es en	tény 
tépázta	tépáz ta	tép
terek	ter e k	ter
terhelve	terhel ve	terhe
terhet	terhe t	terhe 
terjedését	terjed és ét	terjed
terjedési	terjed és i	terjed 
terjedő	terjed ő	terjed 
terkepen	ter kep en	ter 
térképezték	térkép ezt ék	tér
terményveszteség	termény vesztes ég	term
termésben	termés ben	term
termés	termés	term
természet	termész et	term
termőterület	termő terület	term
térre	té rre	tér
terrorizmusa	terrorizmus a	terror
terrorizmus	terror izmus	terror 
térségét	tér ség ét	tér 
térség	tér ség	tér 
területeken	terül e te ken	terül
területeket	terül et ek et	terül 
területekre	terül et ek re	terül 
területek	terül et ek	terül 
területen	terül et en	terül 
területe	terül et e	terül 
területet	terül et e t	terül 
területig	terül et ig	terül 
terül	terül	terül
tervezte	ter ve zte	terv
tesszük	tessz ük	tessz 
testnedvek	test nedv ek	nedv
testvérvárosa	testvér város a	város 
teszi	tesz i	tesz 
tesznek	tesz nek	tesz 
teszteket	teszt ek et	teszt 
tesz	tesz	tesz
tetejére	te te jére	teteje
tetejét	tetejé t	tetejé
tetemes	tetem es	tetem
tetézhet	tetéz het	tetéz 
tetőszerkezetét	tető szerkezet ét	tető 
Tetszett	Tetszet t	Tetszet 
tett	tett	tett
tévéadók	tévé adó k	tévé 
tévében	tévé ben	tévé 
tevednek	teved nek	teved 
Tífusz	Tífusz	Tífusz
TÍFUSZ	TÍFUSZ	TÍFUSZ
tiltakozásképpen	tilt akozás képpen	tilt 
típusai	típus a i	típus
tiszta	tiszta	tiszta
tiszteletteljesen	tisztel et teljes en	tisztel 
tisztelt	tisztel t	tisztel 
tisztít	tisztít	tiszt
tisztviselő	tiszt viselő	tiszt 
titokban	titok ban	titok 
Tizenöt	Tiz en öt	Tiz 
tízezer	tíz ezer	tíz 
tízmillió	tíz millió	tíz 
tóban	tó ban	tó 
többen	töb ben	több
tobbieket	tobb i ek et	tobb 
többieknél	több i ek nél	több 
Tökéletesen	Tökéletes en	Tökéletes 
tökéletesre	tökéletes re	tökéletes 
tökéletes	tökélet es	tökélet 
tole	tole	tole
tőle	tőle	tőle
tombolását	tombol ás át	tombol
tömege	tömeg e	tömeg 
tömény	tömény	tömény
tönkre	tönk re	tönk 
tonna	tonna	tonna
topikban	topik ban	topik 
torkába	torká ba	torká 
Tornádó	Tornádó	Tornádó
törölközőn	törölköz őn	törölköz 
törtek	tör t ek	tör 
történetéből	törté ne t é ből	történ 
történő	történ ő	történ
törzsön	törzs ön	törzs 
tó	tó	tó
továbbadott	tovább ad ott	ad 
tovabba	tovabb a	tovabb
továbbiak	tovább i ak	tovább 
további	tovább i	tovább 
tragikusabb	tragikus abb	tragikus 
tűalomban	tű alom ban	alom 
tucatnyi	tucat nyi	tucat 
tudnivalók	tudni valók	tud
tudományért	tudomány ért	tud
tudományos	tud om ány os	tud 
tudósok	tudós ok	tud
tudós	tudós	tud
tudta	tudta	tud
tudtunk	tud t unk	tud
túlélőknek	túl él ők nek	él 
Túlélte	Túl élte	él
túloldaláról	túl oldal á ról	oldal
túl	túl	túl
túlzottan	túl zot t an	túl
tumorja	tumor ja	tumor
tűnik	tűnik	tűnik
túravezetőinek	túra vezet ő i nek	vezet
túravezető	túra vezet ő	vezet
Tűzharc	Tűz harc	harc
tűzkárért	tűz kár ért	kár 
tűzkárok	tűz kár ok	kár 
tűzkárral	tűz kár ral	kár 
tűzoltóknak	tűz oltó k nak	oltó
tűzoltórepülők	tűz oltó repülő k	repülő 
twitteren	twitter en	twitter 
ugyanannak	ugyan annak	annak
ugyancsak	ugyan csak	ugyan
Ugyanez	Ugyan ez	Ugyan 
ügyekre	ügy ek re	ügy 
ugye	ugye	ugy
ugyis	ugy is	ugy 
ujabb	ujabb	uj
Újdelhiben	Újdelhi ben	Újdelhi 
újraépítésére	újra építés é re	építés 
újra	új ra	új 
Újra	Új ra	Új 
új	új	új
Újvidéktől	Újvidék től	Újvidék 
ukrajnai	ukrajna i	ukrajna 
ukrán	ukrán	ukrán
ülésén	ülés én	ülés 
ultramélyhűtőkre	ultra mély hűtő k re	hűtő
uralkodása	ural kod á sa	ural 
üregbe	üreg be	üreg
úr	úr	úr
üstökös	üstök ös	üstök
úszta	úsz ta	úsz 
utakat	ut ak at	ut
utak	ut ak	ut 
utalt	utal t	utal 
Utana	Utana	Utana
utána	utána	utána
utasításainak	uta sít ás a i nak	ut
utassal	utas sal	ut
utat	ut at	ut 
utazást	ut az ás t	ut 
Utazni	Utaz ni	Ut
utca	ut ca	ut 
útjában	útjá ban	út
útjain	út ja in	út 
ütközött	ütköz ött	ütköz 
Útlezárás	Út lezár ás	zár
Utóbbi	Utóbb i	Utó
utoljára	utoljá ra	uto
utorengesen	uto renges en	renges
út	út	út
utvonalon	ut vonal on	ut 
üveget	üve get	üveg
üveg	üveg	üveg
uzletekhez	uzlet ek hez	uzlet 
uzletek	uzlet ek	uzlet 
Üzleti	Üzlet i	Üzlet 
vágnak	vág nak	vág 
vagyis	vagy is	vagy 
Vajon	Vaj on	Vajon
vakkantást	vakkant ást	vakkant 
vak	vak	vak
valakit	valaki t	valaki 
valamilyen	valamilyen	valamilyen
váljanak	vál ja nak	vál 
válni	vál ni	vál 
valóban	való ban	való 
valójában	való já ban	való 
Valószínűleg	Való színű leg	Való
valószínűsége	való színű sé ge	való 
való	való	való
valtjak	valt ja k	valt
változata	vált ozat a	vált 
Vank	Vank	Vank
várhatóak	vár hat ó ak	vár 
várhatók	vár hat ó k	vár
várható	vár hat ó	vár 
várnak	vár nak	vár 
városában	vár os á ban	város 
városához	vár os á hoz	város
városát	vár os át	város 
városkát	vár os kát	város 
városnak	vár os nak	város
városnegyedében	város negyed é ben	város 
városokba	vár os ok ba	vár 
városok	vár os ok	vár 
városra	vár os ra	vár 
várost	vár os t	vár 
várták	vár t ák	vár 
vasárnap	vasárnap	vasárnap
vasútállomáshoz	vasút állomás hoz	vasút 
védekeznek	véd ekez nek	véd
Védjük	Véd jük	Véd 
védnöksége	véd nökség e	véd 
véd	véd	véd
végében	végé ben	vég
végétől	végé től	vég
véget	vége t	vég
vege	veg e	veg 
végeztek	vég ez tek	vég 
végigmegy	vég ig megy	vég 
vegigsoportek	veg ig sopor tek	veg 
végtagi	vég tag i	vég 
végtelen	vég telen	vég 
Végülis	Vég ül is	Vég 
végül	vég ül	vég 
Végzetes	Vég zet es	Vég 
véletlen	véletlen	véletlen
véli	vél i	vél 
velük	velük	velük
vendégeknek	vendég ek nek	vendég 
Venfeng	Venfeng	Venfeng
venni	venni	venni
véráramba	vér áram ba	vér
verseny	verseny	verseny
veszélye	veszély e	veszély 
veszélyezteti	veszély ez tet i	veszély
veszélyt	veszély t	veszély 
veszett	vesz ett	vesz
veszik	vesz ik	vesz 
veszített	veszít ett	vesz
veszi	vesz i	vesz 
veszteségei	veszt eség e i	vesz
vesztették	veszt ett ék	vesz
vesztette	veszt ett e	vesz
vetik	vet ik	vet
vettek	vet tek	vet 
vette	vet te	vet 
vettünk	vet tünk	vet 
vezetővel	vezet ő vel	vezet 
vidám	vidám	vidám
Videken	Videk en	Videk 
videókat	videó kat	videó 
Videó	Videó	Videó
viharát	vihar át	vihar 
viharos	vihar os	vihar 
viharrá	vihar rá	vihar 
Világgazdaság	Világ gazda ság	gazda 
világszervezete	világ szervezet e	szervezet
világ	világ	világ
Vilma	Vilma	Vilma
vinni	vinni	vinni
virradóra	virrad óra	virrad 
vírusba	vírus ba	vírus 
vírusfertőzés	vírus fertőzés	vírus 
vírusnak	vírus nak	vírus 
viseltek	visel tek	visel 
viskok	visko k	visko 
visszább	visszá bb	visszá
visszahúzódóban	vissza húz ó dó ban	húz
visszahúzódtak	vissza húzód tak	húz
Visszatérhet	Vissza tér het	tér 
visszatérjenek	vissza tér je nek	tér 
visszatérnek	vissza tér nek	tér 
Vissza	Vissza	Vissza
viszonyai	viszony a i	viszony 
viszonyok	viszony ok	viszony 
vízből	víz ből	víz 
vízhőmérséklet	víz hőmér séklet	víz 
vizsgabiztosai	vizsga biztos a i	biztos 
vízszintet	víz szint et	víz 
Vízügyi	Víz ügy i	Víz
víz	víz	víz
vízzel	víz zel	víz 
Vőlegénye	Vő legény e	legény 
völgykatlanba	völgy katlan ba	völgy
volna	volna	volna
vonultak	vonul tak	vonul 
vonult	vonul t	vonul
vorkutai	vorkuta i	vorkuta 
vulkánból	vulkán ból	vulkán 
vulkáni	vulkán i	vulkán 
vulkánt	vulkán t	vulkán 
Wilayatban	Wilayat ban	Wilayat 
Yongonban	Yongon ban	Yongon 
zajló	zaj ló	zaj 
záporok	zápor ok	zápor
zárta	zár t a	zár
zárultak	zár ul t ak	zár 
zóna	zóna	zóna
Zuckermantól	Zuckerman tól	Zuckerman 
zúdult	zúdul t	zúdul 
zuhanóbombázó	zuhan ó bombáz ó	bombáz 
zuhant	zuhan t	zuhan 
zuhanyzó	zuhany zó	zuhany 
