token	segmentation	root
terdampak	ter dampak	dampak
Terdapat	Ter dapat	dapat
terdegradasi	ter degradasi	degradasi
terdeteksi	ter deteksi	deteksi
terendam	te rendam	rendam
terendapkan	ter endap kan	endap
terengah-engah	ter engah - engah	engah
Tergenang	Ter genang	genang
tergolong	ter golong	golong
terhambat	ter hambat	hambat
terhitung	ter hitung	hitung
Terima	Terima	Terima
terjadi	ter jadi	jadi
terjadilah	ter jadi lah	jadi
terjadinya	ter jadi nya	jadi
terjaga	ter jaga	jaga
terjal	terjal	terjal
terkait	ter kait	kait
terkenal	ter kenal	kenal
terkontaminasi	ter kontaminasi	kontaminasi
Terkuat	Ter kuat	kuat
terkubur	ter kubur	kubur
terlalu	ter lalu	lalu
terlambat	ter lambat	lambat
Terlebih	Ter lebih	lebih
terlepas	ter lepas	lepas
termasuk	ter masuk	masuk
Terminal	Terminal	Terminal
ternak	ternak	ternak
ternyata	ter nyata	nyata
terompet	terompet	terompet
Terorisme	Terorisme	Terorisme
terpaksa	ter paksa	paksa
terpapar	ter papar	papar
terparah	ter parah	parah
terpencil	ter pencil	pencil
Terpilih	Ter pilih	pilih
terpukul	ter pukul	pukul
tersapu	ter sapu	sapu
tersebar	ter sebar	sebar
tersentuh	ter sentuh	sentuh
tersenyum	ter senyum	senyum
Tersibak	Ter sibak	sibak
tersimpannya	ter simpan nya	simpan
tersisa	ter sisa	sisa
tertandingi	ter tanding i	tanding
tertimbun	ter timbun	timbun
tertinggi	ter tinggi	tinggi
tertiup	ter tiup	tiup
tertular	ter tular	tular
terungkap	ter ungkap	ungkap
terus-menerus	terus - me <n>erus	terus
Terutama	Ter utama	utama
tetap	tetap	tetap
tetapi	te tapi	tapi
tetes	tetes	tetes
tewas	tewas	tewas
tiada	tiada	tiada
tiap	tiap	tiap
Tidak	Tidak	Tidak
tidur	tidur	tidur
tikar	tikar	tikar
timbul	timbul	timbul
Timpa	Timpa	Timpa
timur	timur	timur
timur-tengah	timur - tengah	timur - tengah
timur-timur	timur - timur	timur
tindakan	tindak an	tindak
tinggal	tinggal	tinggal
tinggi	tinggi	tinggi
Tingginya	Tinggi nya	Tinggi
tingkatkan	tingkat kan	tingkat
Tinjau	Tinjau	Tinjau
tipe	tipe	tipe
tipis	tipis	tipis
tirai	tirai	tirai
toko	toko	toko
tol	tol	tol
Tolong	Tolong	Tolong
ton	ton	ton
Topan	Topan	Topan
topik	topik	topik
tornado	tornado	tornado
Tornado-tornado	Tornado - tornado	tornado
Total	Total	Total
Tragis	Tragis	Tragis
Transmigrasi	Transmigrasi	Transmigrasi
trauma	trauma	trauma
Tri	Tri	Tri
Triliun	Triliun	Triliun
tropis	tropis	tropis
tua	tua	tua
tubuh	tubuh	tubuh
tugas	tugas	tugas
tuhan	tuhan	tuhan
tujuan	tuju an	tuju
tujuh	tujuh	tujuh
tulang	tulang	tulang
tulisan	tulis an	tulis
tulisan-tulisan	tulis an - tulis an	tulis
tumpah	tumpah	tumpah
Tumpahan	Tumpah an	Tumpah
tunawisma	tuna wisma	tuna wisma
turis	turis	turis
turun	turun	turun
tutur	tutur	tutur
Udara	Udara	Udara
ujar	ujar	ujar
ujungnya	ujung nya	ujung
ukuran	ukur an	ukur
umumnya	umum nya	umum
umur	umur	umur
Undang-Undang	Undang - Undang	Undang
Ungkap	Ungkap	Ungkap
ungkapnya	ungkap nya	ungkap
unit	unit	unit
Untuk	Untuk	Untuk
Untunglah	Untung lah	Untung
Upaya	Upaya	Upaya
Urus	Urus	Urus
urutan	urut an	urut
usaha	usaha	usaha
Usai	Usai	Usai
usia	usia	usia
usulkan	usul kan	usul
utama	utama	utama
utamanya	utama nya	utama
vaksin-vaksinnya	vaksin - vaksin nya	vaksin
van	van	van
vektor	vektor	vektor
verifikasi	verifikasi	verifikasi
vertikal	vertikal	vertikal
vetegasi	vetegasi	vetegasi
video	video	video
Viral	Viral	Viral
volume	volume	volume
vulkanik	vulkanik	vulkanik
wabah	wabah	wabah
wah	wah	wah
wajar	wajar	wajar
wakil	wakil	wakil
waktu	waktu	waktu
Walaupun	Walau pun	Walau
Wali	Wali	Wali
wanita	wanita	wanita
Warga	Warga	Warga
waspada	waspada	waspada
Waspadai	Waspada i	Waspada
wawancara	wawancara	wawancara
wayangnya	wayang nya	wayang
wilayah	wilayah	wilayah
wilayah-wilayah	wilayah - wilayah	wilayah
wisata	wisata	wisata
ya	ya	ya
yang	yang	yang
yangdiposisikan	yang di posisi kan	posisi
zaman	zaman	zaman
zona	zona	zona
