token	segmentation	root
wamewapa	wa me wa p a	p
wameyakimbia	wa me ya kimbi a	kimbi
wamezoea	wa me zoe a	zoe
wanabaki	wa na baki	na
wanadai	wa na dai	na
wanadaiwa	wa na dai w a	na
wanaendelea	wa na endele a	endele
wanafahamu	wa na fahamu	fahamu
wanafanya	wa na fany a	fany
Wanafunzi	Wa na funzi	an
wanahabari	wa na habari	na
wanahama	wa na ham a	ham
wanahitaji	wa na hitaji	hitaji
wanahofiwa	wa na hofi w a	hofi
wanaiba	wa na ib a	ib
wanaimba	wa na imb a	imb
wanajamii	wa na jamii	an
wanajaribu	wa na jaribu	jaribu
wanakijiji	wa na ki ji ji	an
wanakwenda	wa na kw end a	end
wanalinda	wa na lind a	lind
wanamtaka	wa na m tak a	tak
wananchi	wa na nchi	an
wanao	wa na o	o
wanaoambukizwa	wa na o ambu k iz w a	ambu
wanaohama	wa na o ham a	ham
wanaohusika	wa na o hus ik a	hus
wanaoishi	wa na o ishi	ishi
wanaokadiriwa	wa na o kadiri w a	kadiri
wanaona	wa na on a	on
wanaosafiri	wa na o safiri	safiri
wanaougua	wa na o ugu a	ugu
Wanaozaliwa	Wa na o zali w a	zali
wanapofanya	wa na po fany a	fany
wanapofariki	wa na po fariki	fariki
wanaposhuhudia	wa na po shuhudi a	shuhudi
wanasadikiwa	wa na sadiki w a	sadiki
wanasayansi	wa na sayansi	an
wanasema	wa na sem a	sem
wanashikiliwa	wa na shiki liw a	shiki
wanasiasa	wa na siasa	an
wanasubiria	wa na subir i a	subir
wanatafakari	wa na ta fakari	ta fakari
wanatafuta	wa na tafut a	tafut
wanatakiwa	wa na tak i w a	tak
wanatarajia	wa na taraji a	taraji
wanatibiwa	wa na tibi w a	tibi
wanatumia	wa na tum i a	tum
wanaumwa	wa na um w a	um
wanavyotatizwa	wa na vyo tat iz w a	tat
wanavyouchakaza	wa na vyo u cha kaz a	kaz
Wanawake	Wa na wake	an
wanawatafuta	wa na wa tafut a	tafut
wanazohitaji	wa na zo hitaji	hitaji
wanazoishi	wa na zo ishi	ishi
wangali	wa ngali	ngali
wanne	wa nne	nne
Wanyama	Wa nyama	nyama
wanyamapori	wa nyama pori	nyama
waokoaji	wa o ko aji	ko
waongezeka	wa ongez ek a	ongez
waonya	wa ony a	ony
Wapakistani	Wa pakistani	pakistani
wapatao	wa pa ta o	ta
wapenzi	wa pen zi	pen
wapiganaji	wa pig an aji	pig
wapo	wa po	po
warudi	wa rudi	rudi
wasaidizi	wa saidi zi	saidi
washikiliwa	wa shiki liw a	shiki
WASHIKILIWA	WA SHIKI LIW A	SHIKI
washirikishwe	wa shirik ish w e	shirik
wasi	w asi	asi
wasiende	wa si end e	end
Wasimamizi	Wa simam iz i	simam
wasiokuwa	wa si o kuw a	kuw
wasipigwe	wa si pig w e	pig
wasithubutu	wa si thubutu	thubutu
wasiwasi	wasi wasi	wasi
Wataalam	Wa taalam	taalam
Wataalamu	Wa taalam u	taalam
watabiri	wa tabiri	tabiri
watakabiliwa	wa ta kabili w a	kabili
watakutana	wa ta kut an a	kut
watamfanyia	wa ta m fany i a	fanya
watapewa	wa ta p<e> w a	p<e>
watatoa	wa ta to a	to
watatumia	wa ta tum i a	tum
watawanyike	wa tawany ik e	tawany
wateja	wa tej a	tej
WATEKETEZA	WA TEKET EZ A	TEKET
watekwa	wa tek w a	tek
watishia	wa tish i a	tish
Watoto	Wa toto	toto
WATU	WA TU	TU
watumia	wa tum i a	tum
Waturkana	Wa turkana	turkana
wauguzi	wa ugu zi	ugu
wauwawa	wa uwa w a	uwa
WAVAMIZI	WA VAMI ZI	VAMI
Wavuvi	Wa vuvi	vuvi
WAVUVI	WA VUVI	VUVI
wawekwa	wa wek w a	wek
wazazi	wa zazi	zazi
wazi	wazi	zi
wazima	wa zim a	zim
wazitumie	wa zi tum i e	tum
wazuka	wa zuk a	zuk
wazungu	wa zungu	zungu
wengi	we ngi	we ngi
Wengine	W engine	engine
wenye	w enye	enye
wenyeji	wenye ji	wenye
Wenzake	Wenza ke	Wenza
Wetu	We tu	tu
Wiki	Wiki	Wiki
wiliyani	wiliya ni	wiliya
wimbo	w imb o	imb
wingi	w ingi	ingi
Wizara	Wizara	Wizara
wowote	wo wote	wote
ya	y a	a
yaani	yaani	yaani
yafanyike	ya fany ik e	fanya
yafuatayo	ya fuat a yo	fuat
yahusuyo	ya hus u yo	hus
yakamata	ya kamat a	kamat
yake	ya ke	ke
yakianza	ya ki anz a	anz
yakienda	ya ki end a	end
yakimwagika	ya ki mwag ik a	mwag
yakinyofolewa	ya ki nyofo lew a 	nyofo
yakisomba	ya ki somb a	somb
Yako	Ya ko	ko
yalaumiwa	ya laum i w a	laum
yale	ya le	le
yaleta	ya let a	let
yalioenea	ya li o ene a	ene
yaliotokea	ya li o tok e a	tok
yalipofika	ya li po fik a	fik
yalisababisha	ya li sabab ish a	sabab
yalisema	ya li sem a	sem
yalitabiriwa	ya li tabiri w a	tabiri
yaliyo	ya li yo	li
yaliyoathirika	ya li yo athir ik a	athir
yaliyoathiriwa	ya li yo athiri w a	athiri
yaliyofunga	ya li yo fung a	fung
yaliyoingia	ya li yo ingi a	ingi
yaliyojiri	ya li yo jiri	jiri
yaliyolaumiwa	ya li yo laum i w a	laum
yaliyosababisha	ya li yo sabab ish a	sabab
yaliyosababishwa	ya li yo sabab ish w a	sabab
yaliyoshtushwa	ya li yo shtu sh w a	shtu
yaliyotokea	ya li yo tok e a	tok
yaliyotolewa	ya li yo to lew a	to
yameanzisha	ya me anz ish a	anz
yameathiri	ya me athiri	athiri
yamechangia	ya me chang i a	chang
yamechukua	ya me chuku a	chuku
yamedhibitiwa	ya me dhibiti w a	dhibiti
yameelezwa	ya me elez w a	elez
yameharibika	ya me harib ik a	harib
yameharibiwa	ya me haribi w a	haribi
yamekatwa	ya me kat w a	kata
yamelazimu	ya me lazim u	lazim
yameondoa	ya me ondo a	ondo
yameongeza	ya me ongez a	ongez
yamepelekwa	ya me pelek w a	pelek
yamesababishwa	ya me sabab ish w a	sabab
yamesemwa	ya me sem w a	sem
yamesombwa	ya me somb w a	somb
yametajwa	ya me taj w a	taj
yametokea	ya me tok e a	tok
yamewafikia	ya me wa fik i a	fik
yana	ya na	na
yanaarifu	ya na arifu	arifu
yanahusiana	ya na hus i an a	hus
yanajaribu	ya na jaribu	jaribu
yanakumbwa	ya na kumb w a	kumb
yanaonekana	ya na on ek an a	on
yanapokwama	ya na po kwam a	kwam
yanatarajiwa	ya na taraji w a	taraji
yanatokana	ya na tok an a	tok
yanaungwa	ya na ung w a	ung
yanavyoongezeka	ya na vyo ongez ek a	ongez
yanayofanana	ya na yo fan an a	fan
yanayohofiwa	ya na yo hofi w a	hofi
yanayohusiana	ya na yo hus i an a	hus
yanayohusishwa	ya na yo hus ish w a	hus
yanayopakana	ya na yo pak an a	pak
yanayotokana	ya na yo tok an a	tok
yanayovuja	ya na yo vuj a	vuj
yanayowapata	ya na yo wa pat a	pat
yanayozunguka	ya na yo zunguk a	zunguk
yangu	y angu	angu
yaongezeka	ya ongez ek a	ongez
yapitia	ya piti a	piti
yapokonya	ya pokony a	pokony
yasababisha	ya sabab ish a	sabab
yasiwadhuru	ya si wa dhuru	dhuru
yasiyofaa	ya si yo fa a	fa
yataendelea	ya ta endele a	endele
yatakuwa	ya ta kuw a	kuw
yathibitisha	ya thibit ish a	thibit
YATOA	YA TO A	TO
YATUMA	YA TUM A	TUM
yaua	ya ua	ua
yazidi	ya zidi	zidi
yenyewe	y enye we	enye
yote	y ote	ote
yuko	yu ko	yu
yupo	yu po	yu
ZA	ZA	ZA
zaharibiwa	za haribi w a	haribi
ZAIDI	ZAIDI	ZAIDI
zake	za ke	ke
Zamani	Zamani	Zamani
zao	za o	za
zenye	z enye	enye
zetu	ze tu	ze 
ziara	ziara	ziara
zigawiwe	zi gaw i w e	gaw
zikikosa	zi ki kos a	kos
zikiwemo	zi ki wemo	wemo
zikiwepo	zi ki we po	po
zikizima	zi ki zim a	zim
ziko	zi ko	ko
zilianza	zi li anz a	anz
zilibomolewa	zi li bomo lew a	bomo
ziliharibiwa	zi li haribi w a	haribi
zilikumbwa	zi li kumb w a	kumb
zilikuwa	zi li kuw a	kuw
zilipata	zi li pat a	pat
zilisimamishwa	zi li simam ish w a	simam
zilitarajia	zi li taraji a	taraji
zilizikwa	zi li zik w a	zik
zilizingirwa	zi li zingir w a	zingir
zilizobomolewa	zi li zo bomo lew a	bomo
zilizojaa	zi li zo ja a	ja
zilizokataa	zi li zo kata a	kata
zilizokumbwa	zi li zo kumb w a	kumb
zilizokuwa	zi li zo kuw a	kuw
zilizonyesha	zi li zo ny esh a	ny
zilizopimwa	zi li zo pim w a	pim
Zilizopita	Zi li zo pit a	pit
zilizosombwa	zi li zo somb w a	somb
zima	zima	zima
zimamoto	zima moto	moto
zimeahidi	zi me ahidi	ahidi
zimefukiwa	zi me fuki w a	fuki
zimehama	zi me ham a	ham
zimehifadhiwa	zi me hifadhi w a	hifadhi
zimejengwa	zi me jeng w a	jeng
zimekamilika	zi me kamil ik a	kamil
zimekumbwa	zi me kumb w a	kumb
zimekuwa	zi me kuw a	kuw
zimeleta	zi me let a	let
zimeletwa	zi me let w a	let
zimemalizika	zi me maliz ik a	maliz
zimepunguza	zi me pung uz a	pung
zimeripotiwa	zi me ripoti w a	ripoti
zimesambazwa	zi me samba z w a	samba
zimeshindwa	zi me shind w a	shind
zimetatizika	zi me tatiz ik a	tatiz
zimetokea	zi me tok e a	tok
zimetumwa	zi me tum w a	tum
zimeungana	zi me ung an a	ung
zina	zi na	na
zinaendelea	zi na endele a	endele
zinafahamu	zi na fahamu	fahamu
zinakanganya	zi na kangany a	kangany
zinakuja	zi na kuj a	kuj
zinanyesha	zi na ny esh a	ny
zinaonesha	zi na on esh a	on
zinasema	zi na sem a	sem
zinatarajiwa	zi na taraji w a	taraji
zinatoka	zi na tok a	tok
zinatokana	zi na tok an a	tok
zinatolewa	zi na to lew a	to
zinaweza	zi na wez a	wez
zinazofanywa	zi na zo fany w a	fanya
zinazohusika	zi na zo hus ik a	hus
zinazoishi	zi na zo ishi	ishi
zinazotakiwa	zi na zo tak i w a	tak
zinazowasafirisha	zi na zo wa safir ish a	safir
zinazozalisha	zi na zo za li sh a	za
zipo	zi po	po
zisikutoe	zi si ku to e	to
zisizo	zi si zo	zo
zitanyesha	zi ta ny esh a	ny
zitasaidia	zi ta saidi a	saidi
zitatumika	zi ta tum ik a	tum
zito	zito	zito
zote	z ote	ote
